date,underlying,underlying_price,maturity_date,time_to_expiry,strike,option_type,bid,ask,mid,volume,open_interest,risk_free_rate,dividend_yield
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,520.0,call,171.33,173.66,172.495,1.0,25.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,525.0,call,167.39,167.66,167.52499999999998,5.0,597.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,530.0,call,162.4,162.67,162.535,10.0,182.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,535.0,call,156.36,158.68,157.52,5.0,7.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,540.0,call,151.37,153.69,152.53,1.0,5.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,545.0,call,146.74,147.01,146.875,1.0,183.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,550.0,call,142.44,142.72,142.57999999999998,1.0,1064.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,555.0,call,136.41,138.72,137.565,1.0,23.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,560.0,call,132.46,132.76,132.61,1.0,377.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,565.0,call,126.44,128.74,127.59,1.0,18.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,570.0,call,121.46,123.75,122.60499999999999,2.0,30.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,572.0,call,119.46,121.76,120.61,3.0,9.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,573.0,call,118.47,120.76,119.61500000000001,1.0,13.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,574.0,call,117.47,119.76,118.61500000000001,2.0,18.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,575.0,call,117.49,117.79,117.64,3.0,298.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,576.0,call,115.48,117.77,116.625,1.0,8.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,577.0,call,114.48,116.77,115.625,1.0,2.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,578.0,call,113.49,115.77,114.63,2.0,18.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,579.0,call,112.49,114.78,113.63499999999999,1.0,0.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,580.0,call,112.51,112.81,112.66,1.0,349.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,581.0,call,88.22,91.34,89.78,1.0,1.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,582.0,call,108.06,111.58,109.82,1.0,6.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,584.0,call,107.51,109.79,108.65,1.0,1.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,585.0,call,106.51,108.79,107.65,1.0,27.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,586.0,call,105.52,107.8,106.66,2.0,5.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,587.0,call,104.52,106.8,105.66,10.0,8.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,588.0,call,103.52,105.8,104.66,4.0,5.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,589.0,call,102.53,104.8,103.66499999999999,7.0,2.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,590.0,call,101.53,103.81,102.67,2.0,52.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,591.0,call,99.45,102.81,101.13,48.0,24.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,592.0,call,99.54,101.81,100.67500000000001,2.0,2.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,593.0,call,98.55,100.82,99.685,2.0,3.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,594.0,call,98.56,98.87,98.715,125.0,165.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,595.0,call,96.56,98.82,97.69,2.0,36.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,596.0,call,95.56,97.83,96.695,3.0,5.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,597.0,call,94.57,96.83,95.69999999999999,2.0,3.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,598.0,call,93.57,95.83,94.69999999999999,1.0,4.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,599.0,call,92.58,94.84,93.71000000000001,1.0,8.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,600.0,call,92.58,92.87,92.725,35.0,188.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,601.0,call,90.59,92.84,91.715,1.0,6.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,602.0,call,89.59,91.85,90.72,1.0,9.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,603.0,call,88.6,90.85,89.725,4.0,61.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,604.0,call,87.6,89.86,88.72999999999999,1.0,30.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,605.0,call,87.61,87.88,87.745,2.0,147.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,606.0,call,84.53,87.27,85.9,2.0,5.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,607.0,call,83.59,86.95,85.27000000000001,1.0,4.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,608.0,call,83.63,85.87,84.75,2.0,20.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,609.0,call,82.63,84.88,83.755,2.0,79.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,610.0,call,81.64,83.88,82.75999999999999,2.0,58.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,611.0,call,80.65,82.89,81.77000000000001,3.0,58.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,612.0,call,79.65,81.89,80.77000000000001,9.0,31.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,613.0,call,77.41,80.91,79.16,2.0,2.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,614.0,call,77.66,79.9,78.78,1.0,24.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,615.0,call,77.66,77.93,77.795,1.0,431.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,616.0,call,75.68,77.91,76.795,1.0,16.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,617.0,call,74.69,76.91,75.8,11.0,68.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,618.0,call,73.69,75.92,74.805,4.0,9.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,619.0,call,72.7,74.92,73.81,1.0,21.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,620.0,call,72.69,72.99,72.84,2.0,436.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,621.0,call,70.72,72.93,71.825,1.0,11.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,622.0,call,69.72,71.94,70.83,10.0,42.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,623.0,call,67.58,70.89,69.235,45.0,24.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,624.0,call,67.74,69.95,68.845,1.0,34.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,625.0,call,67.73,68.02,67.875,1.0,289.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,626.0,call,65.76,67.96,66.86,1.0,4.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,627.0,call,64.77,66.97,65.87,50.0,62.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,628.0,call,63.78,65.97,64.875,75.0,115.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,629.0,call,62.79,64.98,63.885000000000005,35.0,31.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,630.0,call,62.77,63.04,62.905,20.0,449.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,631.0,call,60.81,62.99,61.900000000000006,2.0,99.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,632.0,call,59.82,62.0,60.91,1.0,35.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,633.0,call,59.79,60.09,59.94,1.0,110.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,634.0,call,57.85,60.02,58.935,2.0,13.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,635.0,call,57.81,58.08,57.945,4.0,257.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,636.0,call,55.87,58.03,56.95,1.0,41.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,637.0,call,54.89,57.04,55.965,1.0,24.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,638.0,call,54.85,55.12,54.985,2.0,106.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,639.0,call,52.92,55.06,53.99,2.0,14.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,640.0,call,52.87,53.14,53.004999999999995,27.0,552.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,641.0,call,50.96,53.08,52.019999999999996,3.0,38.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,642.0,call,49.97,52.09,51.03,1.0,55.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,643.0,call,49.92,50.19,50.055,1.0,185.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,644.0,call,48.02,50.11,49.065,1.0,18.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,645.0,call,47.95,48.22,48.085,26.0,928.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,646.0,call,46.97,47.24,47.105000000000004,3.0,226.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,647.0,call,45.99,46.26,46.125,4.0,160.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,648.0,call,45.01,45.31,45.16,1.0,177.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,649.0,call,44.03,44.33,44.18,1.0,113.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,650.0,call,43.06,43.33,43.195,28.0,1427.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,651.0,call,41.21,43.21,42.21,1.0,54.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,652.0,call,41.11,41.4,41.254999999999995,1.0,226.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,653.0,call,40.14,40.41,40.275,1.0,106.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,654.0,call,39.17,39.45,39.31,2.0,105.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,655.0,call,38.2,38.47,38.335,6.0,531.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,656.0,call,37.24,37.51,37.375,10.0,255.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,657.0,call,36.28,36.55,36.415,5.0,151.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,658.0,call,35.32,35.59,35.455,7.0,136.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,659.0,call,33.57,35.41,34.489999999999995,1.0,47.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,660.0,call,33.41,33.68,33.545,4.0,1134.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,661.0,call,32.46,32.73,32.595,2.0,274.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,662.0,call,31.51,31.78,31.645000000000003,10.0,259.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,663.0,call,30.57,30.84,30.705,1.0,219.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,664.0,call,29.63,29.9,29.765,6.0,156.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,665.0,call,28.7,28.94,28.82,33.0,1099.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,666.0,call,27.77,28.02,27.895,1.0,202.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,667.0,call,26.85,27.09,26.97,2.0,445.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,668.0,call,25.93,26.17,26.05,1.0,71.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,669.0,call,25.01,25.26,25.135,2.0,543.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,670.0,call,24.11,24.35,24.23,22.0,1172.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,671.0,call,23.21,23.46,23.335,5.0,256.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,672.0,call,22.31,22.58,22.445,2.0,136.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,673.0,call,21.43,21.68,21.555,1.0,242.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,674.0,call,20.55,20.8,20.675,1.0,168.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,675.0,call,19.67,19.91,19.79,17.0,2746.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,676.0,call,18.8,19.06,18.93,18.0,249.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,677.0,call,17.95,18.23,18.09,4.0,474.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,678.0,call,17.1,17.34,17.22,7.0,703.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,679.0,call,16.26,16.52,16.39,409.0,808.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,680.0,call,15.46,15.74,15.600000000000001,908.0,3885.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,681.0,call,14.62,14.85,14.735,456.0,1218.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,682.0,call,13.82,14.04,13.93,12.0,1511.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,683.0,call,13.04,13.23,13.135,7.0,1196.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,684.0,call,12.26,12.5,12.379999999999999,30.0,1085.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,685.0,call,11.55,11.69,11.620000000000001,440.0,5331.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,686.0,call,10.76,10.97,10.865,68.0,1767.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,687.0,call,10.03,10.18,10.105,426.0,2716.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,688.0,call,9.32,9.46,9.39,71.0,3292.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,689.0,call,8.65,8.8,8.725000000000001,61.0,1485.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,690.0,call,8.0,8.08,8.04,1782.0,6244.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,691.0,call,7.36,7.4,7.380000000000001,528.0,1207.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,692.0,call,6.73,6.76,6.745,2793.0,2196.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,693.0,call,6.12,6.16,6.140000000000001,6664.0,4021.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,694.0,call,5.54,5.57,5.555,1669.0,2422.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,695.0,call,4.99,5.02,5.005,3026.0,5772.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,696.0,call,4.47,4.5,4.484999999999999,702.0,1400.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,697.0,call,3.98,4.0,3.99,1477.0,2902.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,698.0,call,3.51,3.54,3.525,860.0,4841.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,699.0,call,3.08,3.11,3.0949999999999998,1027.0,12310.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,700.0,call,2.69,2.71,2.7,6578.0,9737.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,701.0,call,2.32,2.35,2.335,4779.0,1807.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,702.0,call,1.99,2.01,2.0,878.0,2671.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,703.0,call,1.69,1.71,1.7,709.0,1836.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,704.0,call,1.42,1.44,1.43,638.0,2312.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,705.0,call,1.19,1.21,1.2,3122.0,4922.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,706.0,call,0.98,1.0,0.99,739.0,1816.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,707.0,call,0.8,0.82,0.81,4519.0,2857.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,708.0,call,0.65,0.67,0.66,485.0,1247.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,709.0,call,0.53,0.54,0.535,682.0,1716.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,710.0,call,0.43,0.44,0.435,4760.0,6949.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,711.0,call,0.34,0.35,0.345,2250.0,2696.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,712.0,call,0.27,0.28,0.275,3994.0,1438.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,713.0,call,0.22,0.23,0.225,184.0,1912.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,714.0,call,0.18,0.19,0.185,171.0,1573.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,715.0,call,0.14,0.15,0.14500000000000002,1238.0,7718.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,716.0,call,0.12,0.13,0.125,59.0,1628.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,717.0,call,0.09,0.1,0.095,253.0,2275.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,718.0,call,0.08,0.09,0.08499999999999999,115.0,19388.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,719.0,call,0.07,0.08,0.07500000000000001,40.0,5583.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,720.0,call,0.06,0.07,0.065,1480.0,10106.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,721.0,call,0.05,0.06,0.055,15.0,1554.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,722.0,call,0.04,0.05,0.045,75.0,1098.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,723.0,call,0.04,0.05,0.045,222.0,1524.0,0.0,1.07
2026-01-17,SPY,691.6599731445312,2026-01-30,0.03561643835616438,724.0,call,0.03,0.04,0.035,184.0,599.0,0.0,1.07
